Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Date,Month,Branch Name,Dealer Name ,Country_ID,Product_Name,Country_Name
BR1961,DLR0266,Nis-M266,5868139,1,DT00197,7/16/2017,07,Toyota India Motors,UAZ Motors,CNTR181,Toyota, Saint Barthélemy (France)
BR1971,DLR0267,Nis-M267,4579461,3,DT00198,7/17/2017,07,Turner Motors,Vauxhall Motors,CNTR182,Toyota, Saint Helena (UK)
BR1981,DLR0001,Nis-M268,12224250,2,DT00199,7/18/2017,07,TVR Motors,Venturi Motors,CNTR183,Toyota, Saint Kitts and Nevis
BR1991,DLR0002,Nis-M269,9621332,2,DT00200,7/19/2017,07,UAZ Motors,Volkswagen Motors,CNTR184,Toyota, Saint Lucia
BR2001,DLR0003,Nis-M270,15758858,2,DT00201,7/20/2017,07,Vauxhall Motors,Volkswagen do Brasil Motors,CNTR185,Toyota, Saint Martin (France)
BR2011,DLR0004,Sko-M271,889446,3,DT00202,7/21/2017,07,Venturi Motors,Volkswagen South Africa Motors,CNTR186,Toyota, Saint Pierre and Miquelon (France)
BR2021,DLR0006,Sko-M273,4256874,2,DT00203,7/22/2017,07,Volkswagen Motors,Volvo Motors,CNTR187,Toyota, Saint Vincent and the Grenadines
BR2031,DLR0007,Sko-M274,2574816,2,DT00204,7/23/2017,07,Volkswagen do Brasil Motors,Westfield Motors,CNTR188,Toyota, Samoa
BR2041,DLR0008,Mit-M275,9190640,1,DT00205,7/24/2017,07,Volkswagen South Africa Motors,Wiesmann Motors,CNTR189,Toyota, San Marino
BR2051,DLR0011,BMW-M1,4701994,2,DT00206,7/25/2017,07,Volvo Motors,Zastava Motors,CNTR190,Toyota, São Tomé and Príncipe
BR2061,DLR0013,BMW-M3,4423641,1,DT00207,7/26/2017,07,Westfield Motors,ZAZ Motors,CNTR191,Renault, Saudi Arabia
BR2071,DLR0014,BMW-M4,19779771,3,DT00208,7/27/2017,07,Wiesmann Motors,ZIL Motors,CNTR192,Renault, Senegal
BR2081,DLR0015,BMW-M5,23878338,3,DT00209,7/28/2017,07,Zastava Motors,DKW Motors,CNTR193,Renault, Serbia
BR2091,DLR0016,Mer-M6,25485213,3,DT00210,7/29/2017,07,ZAZ Motors,Horch Motors,CNTR194,Renault, Seychelles
BR2101,DLR0017,Mer-M7,3472263,3,DT00211,7/30/2017,07,ZIL Motors,Wanderer Motors,CNTR195,Renault, Sierra Leone
BR2111,DLR0018,Mer-M8,6440358,2,DT00212,7/31/2017,07,Audi Motors,Maybach  Motors,CNTR196,Kia, Singapore
BR2121,DLR0019,Dod-M9,15922974,2,DT00213,8/1/2017,08,DKW Motors,Izh  Motors,CNTR197,Kia, Sint Maarten (Netherlands)
BR2131,DLR0020,Jee-M10,9031813,1,DT00214,8/2/2017,08,Horch Motors,Lagonda  Motors,CNTR198,Kia, Slovakia
BR2141,DLR0021,Jee-M11,8830740,3,DT00215,8/3/2017,08,Wanderer Motors,MG  Motors,CNTR199,Honda, Slovenia
BR2151,DLR0022,Jee-M12,22875579,3,DT00216,8/4/2017,08,Maybach  Motors,Morris  Motors,CNTR200,Honda, Solomon Islands
BR2161,DLR0023,Jee-M13,3488930,1,DT00217,8/5/2017,08,Izh  Motors,Austin  Motors,CNTR201,Honda, Somalia
BR2171,DLR0024,Ram-M14,3856866,3,DT00218,8/6/2017,08,Lagonda  Motors,Riley  Motors,CNTR202,Honda, Somaliland
BR2181,DLR0025,Ram-M15,3180226,1,DT00219,8/7/2017,08,MG  Motors,Wolseley  Motors,CNTR203,Honda, South Africa
BR2191,DLR0026,For-M16,12534236,2,DT00220,8/8/2017,08,Morris  Motors,Standard  Motors,CNTR203,Honda, South Africa
BR2201,DLR0027,For-M17,9993194,1,DT00221,8/9/2017,08,Austin  Motors,Talbot  Motors,CNTR204,Ford, South Georgia and the South Sandwich Islands (UK)
BR2211,DLR0029,For-M19,5629200,1,DT00222,8/10/2017,08,Riley  Motors,Das Motors,CNTR205,Ford, South Ossetia
BR2221,DLR0030,For-M20,5124985,1,DT00223,8/11/2017,08,Wolseley  Motors,Ramani Motors,CNTR206,Ford, South Sudan
BR2231,DLR0031,For-M21,539991,3,DT00224,8/12/2017,08,Standard  Motors,Deccan Motors,CNTR207,Ford, Spain
BR2241,DLR0032,For-M22,12703779,3,DT00225,8/13/2017,08,Talbot  Motors,Herald Motors,CNTR208,Ford, Sri Lanka
BR2251,DLR0035,For-M25,12871174,2,DT00226,8/14/2017,08,Das Motors,Zion Automobils,CNTR209,Ford, Sudan
BR2261,DLR0036,For-M26,13663419,3,DT00227,8/15/2017,08,Ramani Motors,Atlantic Motor Company,CNTR209,Audi, Sudan
BR2271,DLR0037,Lin-M27,2008077,3,DT00228,8/16/2017,08,Deccan Motors,2008 NRHP-listed,CNTR210,Audi, Suriname
BR2281,DLR0038,Lin-M28,5780896,1,DT00229,8/17/2017,08,Herald Motors,Blankinship Motor Company Building,CNTR211,Audi, Svalbard and Jan Mayen (Norway)
BR2291,DLR0040,Lin-M30,12679842,2,DT00230,8/18/2017,08,Zion Automobils,Bohn Motor Company Automobile Dealership,CNTR212,Audi, Sweden
BR2301,DLR0041,Bui-M31,14749900,2,DT00231,8/19/2017,08,Atlantic Motor Company,Buick Automobile Company Building,CNTR213,Audi,  Switzerland
BR2311,DLR0045,Cad-M35,14231264,2,DT00232,8/20/2017,08,2008 NRHP-listed,Cadillac Automobile Company Building,CNTR214,Audi, Syria
BR2321,DLR0047,Cad-M37,6187158,2,DT00233,8/21/2017,08,Blankinship Motor Company Building,Casa de cadillac,CNTR215,Audi, Taiwan
BR2331,DLR0048,Cad-M38,11003206,2,DT00234,8/22/2017,08,Bohn Motor Company Automobile Dealership,Cass Motor Sales,CNTR215,Audi, Taiwan
BR2341,DLR0049,Cad-M39,7163682,2,DT00235,8/23/2017,08,Buick Automobile Company Building,Claremore Auto Dealership,CNTR216,Audi, Tajikistan
BR2351,DLR0050,Che-M40,7967632,1,DT00236,8/24/2017,08,Cadillac Automobile Company Building,Clemens Automobile Company Building,CNTR217,Audi, Tanzania
BR2361,DLR0051,Che-M41,1189125,1,DT00237,8/25/2017,08,Casa de cadillac,Colman Automotive Building,CNTR218,Audi, Thailand
BR2371,DLR0052,Che-M42,9043640,2,DT00238,8/26/2017,08,Cass Motor Sales,H Street Playhouse,CNTR218,Audi, Thailand
BR2381,DLR0053,Che-M43,10532440,2,DT00239,8/27/2017,08,Claremore Auto Dealership,Howard Motor Company Building,CNTR219,Audi, Togo
BR2391,DLR0054,Che-M44,9411372,1,DT00240,8/28/2017,08,Clemens Automobile Company Building,Hupmobile Building,CNTR220,Audi, Tokelau (New Zealand)
BR2401,DLR0055,Che-M45,26605503,3,DT00241,8/29/2017,08,Colman Automotive Building,Jennings Ford Automobile Dealership,CNTR221,Audi, Tonga
BR2411,DLR0056,Che-M46,17357436,2,DT00242,8/30/2017,08,H Street Playhouse,Jones Motor Company,CNTR222,BMW, Transnistria (Moldova)
BR2421,DLR0057,Che-M47,13805534,2,DT00243,8/31/2017,08,Howard Motor Company Building,Kindel Building,CNTR223,BMW, Trinidad and Tobago
BR2431,DLR0060,Che-M50,13934294,2,DT00244,9/1/2017,09,Hupmobile Building,AC Cars Motors,CNTR224,BMW, Tunisia
BR2441,DLR0061,Che-M51,882130,1,DT00245,9/2/2017,09,Jennings Ford Automobile Dealership,Acura Motors,CNTR225,BMW, Turkey
BR2451,DLR0062,GMC-M52,1046322,2,DT00246,9/3/2017,09,Jones Motor Company,Aixam-Mega (including Arola) Motors,CNTR226,BMW, Turkmenistan
BR2461,DLR0063,GMC-M53,13584572,2,DT00247,9/4/2017,09,Kindel Building,Alfa Romeo Motors,CNTR227,BMW, Turks and Caicos Islands (UK)
BR0002,DLR0064,GMC-M54,4408905,3,DT00248,9/5/2017,09,AC Cars Motors,Alpine Motors,CNTR228,BMW, Tuvalu
BR0012,DLR0065,GMC-M55,2543978,2,DT00249,9/6/2017,09,Acura Motors,Alvis Motors,CNTR229,BMW, Uganda
BR0022,DLR0066,GMC-M56,17594286,2,DT00250,9/7/2017,09,Aixam-Mega (including Arola) Motors,"AMC, Eagle Motors",CNTR230,BMW, Ukraine
BR0032,DLR0068,GMC-M58,1131322,2,DT00251,9/8/2017,09,Alfa Romeo Motors,Anadol Motors,CNTR230,MG, Ukraine
BR0042,DLR0070,Acu-M60,1993691,1,DT00252,9/9/2017,09,Alpine Motors,Ariel Motors,CNTR231,MG, United Arab Emirates
BR0052,DLR0071,Acu-M61,23481786,3,DT00253,9/10/2017,09,Alvis Motors,ARO Motors,CNTR232,Jeep, United Kingdom
BR0062,DLR0072,Acu-M62,3951923,1,DT00254,9/11/2017,09,"AMC, Eagle Motors",Asia Motors Motors,CNTR233,Jeep, United States of America
BR0072,DLR0073,Acu-M63,14394714,2,DT00255,9/12/2017,09,Anadol Motors,Aston Martin Motors,CNTR234,Volkswagen, Uruguay
BR0082,DLR0075,Hon-M65,3972716,2,DT00256,9/13/2017,09,Ariel Motors,Audi Motors,CNTR235,Volkswagen, Uzbekistan
BR0092,DLR0078,Hon-M68,29121171,3,DT00257,9/14/2017,09,ARO Motors,Autobianchi Motors,CNTR236,Volkswagen, Vanuatu
BR0102,DLR0082,Hyu-M72,1890776,2,DT00258,9/15/2017,09,Artega Motors,Auto-Union Motors,CNTR237,Volkswagen,  Vatican City
BR0112,DLR0084,Hyu-M74,7163899,1,DT00259,9/16/2017,09,Asia Motors Motors,Auverland Motors,CNTR238,Volkswagen, Venezuela
BR0122,DLR0086,Kia-M76,7886144,2,DT00260,9/17/2017,09,Aston Martin Motors,Bentley Motors,CNTR239,Volkswagen, Vietnam
BR0132,DLR0090,Nis-M80,9454887,1,DT00261,9/18/2017,09,Audi Motors,Bitter Motors,CNTR240,Nissan," Virgin Islands, British (UK)"
BR0142,DLR0091,Nis-M81,3829077,1,DT00262,9/19/2017,09,Autobianchi Motors,BMW Motors,CNTR241,Nissan," Virgin Islands, United States (US)"
BR0152,DLR0092,Nis-M82,7682953,1,DT00263,9/20/2017,09,Auto-Union Motors,,CNTR242,Nissan, Wallis and Futuna (France)
BR0162,DLR0096,Nis-M86,22099773,3,DT00264,9/21/2017,09,Auverland Motors,,CNTR243,Nissan, Western Sahara
BR0172,DLR0097,Nis-M87,13501758,2,DT00265,9/22/2017,09,Bentley Motors,,CNTR244,Nissan, Yemen
BR0182,DLR0098,Nis-M88,363498,1,DT00266,9/23/2017,09,Bitter Motors,,CNTR245,Nissan, Zambia
BR0192,DLR0099,Nis-M89,14603685,3,DT00267,9/24/2017,09,BMW Motors,,CNTR246,Nissan, Zimbabwe
BR0202,DLR0100,Riv-M90,18138627,3,DT00268,9/25/2017,09,Bond Motors,,,Nissan,
BR0212,DLR0101,Riv-M91,9356885,1,DT00269,9/26/2017,09,Borgward (including Goliath and Lloyd) Motors,,,Nissan,
BR0222,DLR0102,Sub-M92,1022362,1,DT00270,9/27/2017,09,Bristol Motors,,,Nissan,
BR0232,DLR0103,Sub-M93,21804849,3,DT00271,9/28/2017,09,British Leyland Motors,,,Skoda,
BR0242,DLR0104,Sub-M94,1865274,3,DT00272,9/29/2017,09,Austin-Healey Motors,,,Skoda,
BR0252,DLR0106,Tes-M96,10290584,2,DT00273,9/30/2017,09,"Austin, Rover Motors",,,Skoda,
BR0262,DLR0107,Tes-M97,8902988,2,DT00274,10/1/2017,10,Bugatti Motors,,,Skoda,
BR0272,DLR0110,Toy-M100,23239323,3,DT00275,10/2/2017,10,Buick Motors,,,Mitsubishi,
BR0282,DLR0111,Toy-M101,3796049,1,DT00276,10/3/2017,10,Bytom Motors,,,Mitsubishi,
BR0292,DLR0113,Toy-M103,4935354,2,DT00277,10/4/2017,10,Cadillac Motors,,,Mitsubishi,
BR0302,DLR0114,Toy-M104,26891523,3,DT00278,10/5/2017,10,Caterham Motors,,,,
BR0312,DLR0116,Toy-M106,319262,2,DT00279,10/6/2017,10,Checker Motors,,,,
BR0322,DLR0117,Toy-M107,1338147,1,DT00280,10/7/2017,10,Chevrolet Motors,,,,
BR0332,DLR0118,Vol-M108,3543648,3,DT00281,10/8/2017,10,Chevrolet India Motors,,,,
BR0342,DLR0119,Vol-M109,6794711,1,DT00282,10/9/2017,10,Chrysler Motors,,,,
BR0352,DLR0120,Vol-M110,2729702,2,DT00283,10/10/2017,10,Chrysler Europe Motors,,,,
BR0362,DLR0121,Agr-M111,6973684,2,DT00284,10/11/2017,10,Citroën Motors,,,,
BR0372,DLR0122,Agr-M112,6726654,1,DT00285,10/12/2017,10,Cizeta-Moroder Motors,,,,
BR0382,DLR0125,Cit-M115,10537488,2,DT00286,10/13/2017,10,Dacia Motors,,,,
BR0392,DLR0126,Cit-M116,7899765,3,DT00287,10/14/2017,10,"Daewoo, Saehan, Chevrolet Korea Motors",,,,
BR0402,DLR0129,For-M119,1224224,2,DT00288,10/15/2017,10,DAF Motors,,,,
BR0412,DLR0130,Hon-M120,16088542,2,DT00289,10/16/2017,10,Daihatsu Motors,,,,
BR0422,DLR0131,Mer-M121,10249968,3,DT00290,10/17/2017,10,Daimler Motors,,,,
BR0432,DLR0132,Mer-M122,16365546,2,DT00291,10/18/2017,10,Datsun Motors,,,,
BR0442,DLR0133,Mer-M123,1916646,1,DT00292,10/19/2017,10,Delahaye Motors,,,,
BR0452,DLR0135,Peu-M125,19051425,3,DT00293,10/20/2017,10,DeLorean Motors,,,,
BR0462,DLR0136,Peu-M126,2244035,1,DT00294,10/21/2017,10,DeSoto Motors,,,,
BR0472,DLR0137,Ren-M127,3313784,2,DT00295,10/22/2017,10,De Tomaso Motors,,,,
BR0482,DLR0139,Ren-M129,9708437,1,DT00296,10/23/2017,10,Dodge Motors,,,,
BR0492,DLR0140,Ren-M130,6674538,2,DT00297,10/24/2017,10,Donkervoort Motors,,,,
BR0502,DLR0141,Ren-M131,17503942,2,DT00298,10/25/2017,10,Edsel Motors,,,,
BR0512,DLR0142,Ren-M132,15885976,2,DT00299,10/26/2017,10,e.GO Mobile Motors,,,,
BR0522,DLR0144,Toy-M134,1117884,3,DT00300,10/27/2017,10,Eicher Polaris Motors,,,,
BR0532,DLR0145,Vol-M135,485030,2,DT00301,10/28/2017,10,Elva Motors,,,,
BR0542,DLR0146,Vol-M136,2744649,1,DT00302,10/29/2017,10,Facel Vega Motors,,,,
BR0552,DLR0148,Mar-M138,1261306,1,DT00303,10/30/2017,10,Ferrari Motors,,,,
BR0562,DLR0149,Mar-M139,8677097,1,DT00304,10/31/2017,10,Fiat Motors,,,,
BR0572,DLR0150,Mar-M140,9864716,2,DT00305,11/1/2017,11,Fiat do Brasil Motors,,,,
BR0582,DLR0151,Mar-M141,6687048,3,DT00306,11/2/2017,11,Fiat India Motors,,,,
BR0592,DLR0152,Mar-M142,17066514,3,DT00307,11/3/2017,11,"Fisker, Karma Motors",,,,
BR0602,DLR0153,Mar-M143,8590743,3,DT00308,11/4/2017,11,Ford America Motors,,,,
BR0612,DLR0155,Mar-M145,16872384,3,DT00309,11/5/2017,11,Ford Australia Motors,,,,
BR0622,DLR0156,Mar-M146,6947409,3,DT00310,11/6/2017,11,Ford do Brasil Motors,,,,
BR0632,DLR0157,Mar-M147,18121749,3,DT00311,11/7/2017,11,Ford Europe Motors,,,,
BR0642,DLR0159,Mar-M149,2287310,1,DT00312,11/8/2017,11,Ford India Motors,,,,
BR0652,DLR0160,Mar-M150,792051,3,DT00313,11/9/2017,11,Freightliner Motors,,,,
BR0662,DLR0162,Mar-M152,4447597,1,DT00314,11/10/2017,11,FSO Motors,,,,
BR0672,DLR0163,Hyu-M153,540651,3,DT00315,11/11/2017,11,GAZ Motors,,,,
BR0682,DLR0164,Hyu-M154,11418932,2,DT00316,11/12/2017,11,Geo Motors,,,,
BR0692,DLR0165,Hyu-M155,10442638,2,DT00317,11/13/2017,11,Gilbern Motors,,,,
BR0702,DLR0166,Hyu-M156,16699206,3,DT00318,11/14/2017,11,Ginetta Motors,,,,
BR0712,DLR0167,Hyu-M157,18529414,2,DT00319,11/15/2017,11,Glas Motors,,,,
BR0722,DLR0168,Hyu-M158,1018690,1,DT00320,11/16/2017,11,GMC Motors,,,,
BR0732,DLR0169,Hyu-M159,12945492,3,DT00321,11/17/2017,11,GTA Spano Motors,,,,
BR0742,DLR0170,Hyu-M160,17144544,3,DT00322,11/18/2017,11,Gumpert Motors,,,,
BR0752,DLR0171,Hyu-M161,8786484,1,DT00323,11/19/2017,11,Healey Motors,,,,
BR0762,DLR0173,Hyu-M163,7857274,2,DT00324,11/20/2017,11,Heinkel Motors,,,,
BR0772,DLR0174,Hyu-M164,2027358,2,DT00325,11/21/2017,11,Hennessey Motors,,,,
BR0782,DLR0176,Mah-M166,6238932,1,DT00326,11/22/2017,11,Hillman Motors,,,,
BR0792,DLR0177,Mah-M167,3019029,1,DT00327,11/23/2017,11,Hindustan Motors,,,,
BR0802,DLR0178,Mah-M168,1123825,1,DT00328,11/24/2017,11,Holden Motors,,,,
BR0812,DLR0183,Mah-M173,295120,2,DT00329,11/25/2017,11,Honda Motors,,,,
BR0822,DLR0184,Mah-M174,4763922,3,DT00330,11/26/2017,11,Honda India Motors,,,,
BR0832,DLR0185,Mah-M175,4893280,2,DT00331,11/27/2017,11,Hudson Motors,,,,
BR0842,DLR0186,Mah-M176,22058883,3,DT00332,11/28/2017,11,Humber Motors,,,,
BR0852,DLR0187,Mah-M177,10930779,3,DT00333,11/29/2017,11,Hummer Motors,,,,
BR0862,DLR0188,Mah-M178,6483099,3,DT00334,11/30/2017,11,Hyundai Motors,,,,
BR0872,DLR0189,Tat-M179,8561936,2,DT00335,12/1/2017,12,"IFA (including Trabant, Wartburg, Barkas) Motors",,,,
BR0882,DLR0193,Tat-M183,19694214,3,DT00336,12/2/2017,12,Infiniti Motors,,,,
BR0892,DLR0194,Tat-M184,11112984,3,DT00337,12/3/2017,12,Innocenti Motors,,,,
BR0902,DLR0195,Tat-M185,2368695,1,DT00338,12/4/2017,12,Invicta Motors,,,,
BR0912,DLR0196,Tat-M186,9982652,1,DT00339,12/5/2017,12,Isdera Motors,,,,
BR0922,DLR0198,Tat-M188,19494650,2,DT00340,12/6/2017,12,Iso Motors,,,,
BR0932,DLR0199,Tat-M189,18590022,2,DT00341,12/7/2017,12,Isotta Fraschini Motors,,,,
BR0942,DLR0200,Tat-M190,26354109,3,DT00342,12/8/2017,12,Isuzu Motors,,,,
BR0952,DLR0201,Tat-M191,11759934,3,DT00343,12/9/2017,12,Iveco Motors,,,,
BR0962,DLR0203,Tat-M193,3333756,2,DT00344,12/10/2017,12,Jaguar Motors,,,,
BR0972,DLR0204,Tat-M194,16284062,2,DT00345,12/11/2017,12,Jeep Motors,,,,
BR0982,DLR0206,Toy-M196,23525256,3,DT00346,12/12/2017,12,Jensen Motors,,,,
BR0992,DLR0207,Toy-M197,6371231,1,DT00347,12/13/2017,12,JPX Motors,,,,
BR1002,DLR0208,Toy-M198,8946299,1,DT00348,12/14/2017,12,Kia Motors,,,,
BR1012,DLR0209,Toy-M199,10183878,3,DT00349,12/15/2017,12,Koenigsegg Motors,,,,
BR1022,DLR0211,Toy-M201,7763828,1,DT00350,12/16/2017,12,KTM Motors,,,,
BR1032,DLR0212,Toy-M202,8183979,1,DT00351,12/17/2017,12,Lada Motors,,,,
BR1042,DLR0213,Toy-M203,29924316,3,DT00352,12/18/2017,12,Lamborghini Motors,,,,
BR1052,DLR0214,Toy-M204,17533466,2,DT00353,12/19/2017,12,Lancia Motors,,,,
BR1062,DLR0215,Toy-M205,3184412,1,DT00354,12/20/2017,12,Land Rover Motors,,,,
BR1072,DLR0216,Toy-M206,13386544,2,DT00355,12/21/2017,12,Lexus Motors,,,,
BR1082,DLR0217,Ren-M207,6457651,1,DT00356,12/22/2017,12,Ligier Motors,,,,
BR1092,DLR0218,Ren-M208,5259795,3,DT00357,12/23/2017,12,Lincoln Motors,,,,
BR1102,DLR0219,Ren-M209,7833314,1,DT00358,12/24/2017,12,Lotus Motors,,,,
BR1112,DLR0220,Ren-M210,9108088,1,DT00359,12/25/2017,12,LTI Motors,,,,
BR1122,DLR0221,Ren-M211,2563293,1,DT00360,12/26/2017,12,LuAZ Motors,,,,
BR1132,DLR0222,Kia-M212,13360260,3,DT00361,12/27/2017,12,Lynx Motors,,,,
BR1142,DLR0226,Hon-M216,13442598,2,DT00362,12/28/2017,12,Mahindra Motors,,,,
BR1152,DLR0227,Hon-M217,7757426,2,DT00363,12/29/2017,12,Marcos Motors,,,,
BR1162,DLR0228,Hon-M218,17376468,3,DT00364,12/30/2017,12,Marlin Motors,,,,
BR1172,DLR0229,Hon-M219,16150431,3,DT00365,12/31/2017,12,Maruti Motors,,,,
BR1182,DLR0231,For-M221,4590128,1,DT00366,1/1/2018,01,Maserati Motors,,,,
BR1192,DLR0232,For-M222,18031408,2,DT00367,1/2/2018,01,Mastretta Motors,,,,
BR1202,DLR0233,For-M223,7422324,1,DT00368,1/3/2018,01,"Matra (including Deutsch-Bonnet, René Bonnet) Motors",,,,
BR1212,DLR0235,For-M225,4014205,1,DT00369,1/4/2018,01,Mazda Motors,,,,
BR1222,DLR0236,For-M226,5756780,1,DT00370,1/5/2018,01,Mazzanti Motors,,,,
BR1232,DLR0238,Aud-M228,22293669,3,DT00371,1/6/2018,01,McLaren Motors,,,,
BR1242,DLR0240,Aud-M230,3382344,2,DT00372,1/7/2018,01,Mercedes-Benz (including Maybach) Motors,,,,
BR1252,DLR0242,Aud-M232,15425984,2,DT00373,1/8/2018,01,Mercury Motors,,,,
BR1262,DLR0243,Aud-M233,7178971,1,DT00374,1/9/2018,01,Merkur Motors,,,,
BR1272,DLR0244,Aud-M234,3751186,1,DT00375,1/10/2018,01,Messerschmitt Motors,,,,
BR1282,DLR0245,Aud-M235,8140664,2,DT00376,1/11/2018,01,Mia Motors,,,,
BR1292,DLR0246,Aud-M236,340182,2,DT00377,1/12/2018,01,Micro Motors,,,,
BR1302,DLR0247,Aud-M237,11559954,3,DT00378,1/13/2018,01,Mini Motors,,,,
BR1312,DLR0248,Aud-M238,8711628,3,DT00379,1/14/2018,01,Mitsubishi Motors,,,,
BR1322,DLR0249,Aud-M239,9894833,1,DT00380,1/15/2018,01,Monica Motors,,,,
BR1332,DLR0250,Aud-M240,4437937,1,DT00381,1/16/2018,01,Monteverdi Motors,,,,
BR1342,DLR0252,BMW-M242,9296322,3,DT00382,1/17/2018,01,Morgan Motors,,,,
BR1352,DLR0253,BMW-M243,6905276,2,DT00383,1/18/2018,01,Moskwitch Motors,,,,
BR1362,DLR0256,BMW-M246,572727,1,DT00384,1/19/2018,01,Nash Motors,,,,
BR1372,DLR0257,BMW-M247,8268754,1,DT00385,1/20/2018,01,Naza Motors,,,,
BR1382,DLR0258,BMW-M248,25066332,3,DT00386,1/21/2018,01,Nissan Motors,,,,
BR1392,DLR0259,BMW-M249,11080864,2,DT00387,1/22/2018,01,Nissan India Motors,,,,
BR1402,DLR0260,BMW-M250,7840152,2,DT00388,1/23/2018,01,Noble Motors,,,,
BR1412,DLR0261,MG-M251,21458625,3,DT00389,1/24/2018,01,NSU Motors,,,,
BR1422,DLR0263,Jee-M253,1977151,1,DT00390,1/25/2018,01,Oldsmobile Motors,,,,
BR1432,DLR0264,Jee-M254,22828896,3,DT00391,1/26/2018,01,Oltcit Motors,,,,
BR1442,DLR0266,Vol-M256,19070698,2,DT00392,1/27/2018,01,Opel Motors,,,,
BR1452,DLR0267,Vol-M257,11635732,2,DT00393,1/28/2018,01,Packard Motors,,,,
BR1462,DLR0001,Vol-M258,7989019,1,DT00394,1/29/2018,01,Pagani Motors,,,,
BR1472,DLR0002,Vol-M259,8281269,3,DT00395,1/30/2018,01,Panhard Motors,,,,
BR1482,DLR0003,Vol-M260,1408708,1,DT00396,1/31/2018,01,Panoz Motors,,,,
BR1492,DLR0004,Nis-M261,12084375,3,DT00397,2/1/2018,02,Panther Motors,,,,
BR1502,DLR0005,Nis-M262,13805602,2,DT00398,2/2/2018,02,Peel Motors,,,,
BR1512,DLR0007,Nis-M264,13189806,3,DT00399,2/3/2018,02,Perodua Motors,,,,
BR1522,DLR0008,Nis-M265,6356301,1,DT00400,2/4/2018,02,Peugeot Motors,,,,
BR1532,DLR0009,Nis-M266,1413380,2,DT00401,2/5/2018,02,PGO Motors,,,,
BR1542,DLR0010,Nis-M267,5529707,1,DT00402,2/6/2018,02,Piaggio Motors,,,,
BR1552,DLR0012,Nis-M269,5104718,2,DT00403,2/7/2018,02,Plymouth Motors,,,,
BR1562,DLR0013,Nis-M270,2133323,1,DT00404,2/8/2018,02,Polestar Motors,,,,
BR1572,DLR0014,Sko-M271,10200093,3,DT00405,2/9/2018,02,"Pontiac, Asüna Motors",,,,
BR1582,DLR0016,Sko-M273,2711864,1,DT00406,2/10/2018,02,Porsche Motors,,,,
BR1592,DLR0018,Mit-M275,10853781,3,DT00407,2/11/2018,02,Premier Motors,,,,
BR1602,DLR0022,BMW-M2,7619058,2,DT00408,2/12/2018,02,Proton Motors,,,,
BR1612,DLR0023,BMW-M3,3861337,1,DT00409,2/13/2018,02,Puma Motors,,,,
BR1622,DLR0024,BMW-M4,3013862,1,DT00410,2/14/2018,02,Ranger Motors,,,,
BR1632,DLR0025,BMW-M5,4091032,2,DT00411,2/15/2018,02,Reliant Motors,,,,
BR1642,DLR0026,Mer-M6,18850056,3,DT00412,2/16/2018,02,Renault Motors,,,,
BR1652,DLR0027,Mer-M7,25637433,3,DT00413,2/17/2018,02,Rivian Motors,,,,
BR1662,DLR0028,Mer-M8,9182152,2,DT00414,2/18/2018,02,Rolls-Royce Motors,,,,
BR1672,DLR0030,Jee-M10,10049668,2,DT00415,2/19/2018,02,Saab Motors,,,,
BR1682,DLR0031,Jee-M11,3831888,3,DT00416,2/20/2018,02,SAIC Motor Motors,,,,
BR1692,DLR0032,Jee-M12,12837476,2,DT00417,2/21/2018,02,Saleen Motors,,,,
BR1702,DLR0033,Jee-M13,27274158,3,DT00418,2/22/2018,02,Samsung Motors,,,,
BR1712,DLR0036,For-M16,12476619,3,DT00419,2/23/2018,02,San Motors,,,,
BR1722,DLR0038,For-M18,6922460,1,DT00420,2/24/2018,02,Santa Matilde Motors,,,,
BR1732,DLR0039,For-M19,22497648,3,DT00421,2/25/2018,02,Santana Motors,,,,
BR1742,DLR0040,For-M20,8780384,1,DT00422,2/26/2018,02,Saturn Motors,,,,
BR1752,DLR0041,For-M21,11161014,2,DT00423,2/27/2018,02,Scion Motors,,,,
BR1762,DLR0043,For-M23,4026720,3,DT00424,2/28/2018,02,Seat Motors,,,,
BR1772,DLR0044,For-M24,12617286,2,DT00425,3/1/2018,03,Shelby SuperCars Motors,,,,
BR1782,DLR0045,For-M25,7111300,1,DT00426,3/2/2018,03,Simca Motors,,,,
BR1792,DLR0047,Lin-M27,2754114,2,DT00427,3/3/2018,03,Simca do Brasil Motors,,,,
BR1802,DLR0048,Lin-M28,7003291,1,DT00428,3/4/2018,03,Singer Motors,,,,
BR1812,DLR0049,Lin-M29,8367989,1,DT00429,3/5/2018,03,Skoda Motors,,,,
BR1822,DLR0050,Lin-M30,2027904,1,DT00430,3/6/2018,03,Smart Motors,,,,
BR1832,DLR0052,Cad-M32,1106634,1,DT00431,3/7/2018,03,Spyker Motors,,,,
BR1842,DLR0053,Cad-M33,1925980,2,DT00432,3/8/2018,03,SsangYong Motors,,,,
BR1852,DLR0054,Cad-M34,3868980,2,DT00433,3/9/2018,03,Standard-Triumph Motors,,,,
BR1862,DLR0055,Cad-M35,2450338,1,DT00434,3/10/2018,03,Studebaker Motors,,,,
BR1872,DLR0056,Cad-M36,19165328,2,DT00435,3/11/2018,03,Subaru Motors,,,,
